Player,Nation,Squad,Posición Principal,Posición Secundaria,League,Born,MP,Min,90s,Gls,Ast,G+A,G-PK,xAG,Gls/90,Ast/90,G+A/90,G-PK/90,xG/90,xAG/90,xG+xAG,npxG/90,Sh,SoT,SoT%,SoT/90,G/Sh,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,GCA,GCA90,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_med,Att_med,Cmp%_med,Cmp_long,Att_long,Cmp%_long,xA,A-xAG,KP,pass_1/3,PPA,CrsPA,PrgP,FK_pass,BallThrough,Switch,Crs,CK_pass,Off,Blocks,Touches,touch_Def Pen,touch_Def 3rd,touch_Mid 3rd,touch_Att 3rd,touch_Att Pen,TO_Succ%,Carries,carries_TotDist,carries_PrgDist,PrgC,carries_1/3,CPA,Rec,PrgR,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off/90,Tkl,TklW,tkl_Def 3rd,tkl_Mid 3rd,tkl_Att 3rd,Tkl/90,Tkl%,Blocks.1,Int,Tkl+Int,Clr,CrdY,CrdR,2CrdY,Fls,Fld,Off.1,PKwon,OG,Recov,Won,Lost,Won%
Mary Fowler,AUS,Manchester City,FW,MF,Women's Super League - ENG,2003,16,1062,11.8,6,6,12,4,4.2,0.51,0.51,1.02,0.34,0.31,0.36,0.67,0.19,22,9,40.9,0.76,0.18,17.7,0.0,2,2,3.7,2.2,0.1,2.3,1.8,56.0,4.74,9.0,0.76,387.0,519.0,74.6,6288.0,1879.0,204.0,232.0,87.9,137.0,185.0,74.1,33.0,69.0,47.8,4.0,1.8,28.0,32.0,23.0,6.0,54.0,7.0,5.0,1.0,68,41.0,1.0,14.0,667.0,14.0,69.0,263.0,348.0,46.0,56.4,399.0,1939.0,910.0,23.0,23.0,8.0,474.0,80.0,66.0,69.4,11,87.0,8,5,21.0,0.0,1.81,25.0,19.0,6.0,0.51,-0.64,16.0,9,4.0,4.0,8.0,7.0,50.0,8.0,9,25.0,17.0,0,0,0,5,7,4,0.0,0,48.0,5.0,10.0,33.3
Emily Fox,USA,Arsenal,DF,None,Women's Super League - ENG,1998,17,1377,15.3,1,2,3,1,1.8,0.07,0.13,0.2,0.07,0.04,0.12,0.16,0.04,8,3,37.5,0.2,0.13,18.4,0.0,0,0,0.6,0.6,0.08,0.4,0.4,39.0,2.55,7.0,0.46,901.0,1044.0,86.3,13580.0,4243.0,476.0,521.0,91.4,376.0,431.0,87.2,25.0,37.0,67.6,1.8,0.2,15.0,63.0,25.0,7.0,103.0,10.0,2.0,1.0,38,0.0,2.0,22.0,1184.0,31.0,268.0,507.0,415.0,19.0,32.0,614.0,3313.0,1616.0,35.0,31.0,5.0,750.0,85.0,81.0,90.0,17,81.0,9,0,0.0,0.0,2.29,38.0,13.0,25.0,1.63,-0.26,24.0,14,10.0,8.0,6.0,9.0,64.3,9.0,12,36.0,33.0,0,0,0,3,15,1,0.0,0,75.0,16.0,11.0,59.3
Aoba Fujino,JPN,Manchester City,FW,MF,Women's Super League - ENG,2004,15,1050,11.7,1,3,4,1,2.7,0.09,0.26,0.34,0.09,0.15,0.23,0.38,0.15,17,5,29.4,0.43,0.06,14.6,0.0,0,0,1.7,1.7,0.1,-0.7,-0.7,46.0,3.94,10.0,0.86,370.0,464.0,79.7,5166.0,1178.0,221.0,239.0,92.5,119.0,161.0,73.9,16.0,27.0,59.3,3.7,0.3,24.0,11.0,24.0,10.0,35.0,2.0,0.0,0.0,56,19.0,0.0,15.0,575.0,6.0,52.0,165.0,363.0,72.0,58.1,395.0,2700.0,1252.0,51.0,21.0,28.0,438.0,135.0,70.0,68.6,12,84.0,7,3,14.0,0.0,2.07,32.0,16.0,16.0,1.37,0.62,17.0,10,3.0,9.0,5.0,6.0,31.6,13.0,1,18.0,6.0,0,0,0,6,11,8,1.0,0,36.0,3.0,2.0,60.0
Inma Gabarro,ESP,Everton,MF,FW,Women's Super League - ENG,2002,2,69,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.14,0.09,2,1,50.0,1.3,0.0,21.1,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,4.0,5.22,0.0,0.0,16.0,26.0,61.5,279.0,106.0,9.0,12.0,75.0,6.0,7.0,85.7,1.0,5.0,20.0,0.1,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,3,2.0,0.0,1.0,40.0,0.0,15.0,12.0,14.0,2.0,50.0,20.0,116.0,69.0,4.0,0.0,1.0,23.0,3.0,35.0,4.5,2,35.0,0,0,0.0,0.0,0.0,0.0,3.0,-3.0,-3.91,-0.4,1.0,0,0.0,1.0,0.0,0.0,0.0,4.0,1,2.0,0.0,0,0,0,0,0,0,0.0,0,2.0,1.0,0.0,100.0
Gabi Nunes,BRA,Aston Villa,FW,None,Women's Super League - ENG,1997,13,715,7.9,2,1,3,2,0.5,0.25,0.13,0.38,0.25,0.42,0.07,0.48,0.42,17,8,47.1,1.01,0.12,12.0,2.0,0,0,3.3,3.3,0.2,-1.3,-1.3,10.0,1.26,2.0,0.25,101.0,134.0,75.4,1266.0,232.0,67.0,87.0,77.0,26.0,33.0,78.8,1.0,1.0,100.0,0.2,0.5,6.0,10.0,2.0,0.0,11.0,1.0,0.0,0.0,1,0.0,0.0,4.0,209.0,3.0,16.0,107.0,87.0,31.0,50.0,113.0,523.0,148.0,6.0,4.0,1.0,161.0,25.0,55.0,46.7,9,71.0,2,4,20.0,1.0,0.69,7.0,14.0,-7.0,-0.88,0.32,4.0,1,0.0,4.0,0.0,1.0,25.0,2.0,0,4.0,2.0,0,0,0,10,12,4,0.0,0,7.0,21.0,24.0,46.7
Kelly Gago,FRA,Everton,FW,MF,Women's Super League - ENG,1999,7,532,5.9,4,1,5,4,1.1,0.68,0.17,0.85,0.68,0.47,0.19,0.65,0.47,14,7,50.0,1.18,0.29,10.7,0.0,0,0,2.8,2.8,0.2,1.2,1.2,16.0,2.71,4.0,0.68,92.0,138.0,66.7,1323.0,273.0,51.0,72.0,70.8,33.0,43.0,76.7,4.0,9.0,44.4,0.9,-0.1,10.0,5.0,8.0,3.0,9.0,1.0,0.0,0.0,8,0.0,1.0,5.0,205.0,9.0,27.0,72.0,110.0,30.0,57.1,102.0,593.0,254.0,9.0,3.0,10.0,141.0,28.0,76.0,34.8,6,83.0,2,1,37.0,0.0,1.43,12.0,7.0,5.0,0.85,0.95,4.0,4,2.0,1.0,1.0,1.0,50.0,3.0,5,9.0,4.0,1,0,0,3,9,5,0.0,0,24.0,15.0,14.0,51.7
Aurora Galli,ITA,Everton,MF,None,Women's Super League - ENG,1996,1,90,1.0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.11,0.19,0.31,0.11,2,1,50.0,1.0,0.0,25.0,1.0,0,0,0.1,0.1,0.06,-0.1,-0.1,2.0,2.0,0.0,0.0,25.0,32.0,78.1,462.0,115.0,12.0,13.0,92.3,10.0,12.0,83.3,3.0,5.0,60.0,0.2,-0.2,2.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0,0.0,0.0,0.0,39.0,2.0,9.0,17.0,15.0,3.0,50.0,24.0,227.0,158.0,5.0,3.0,2.0,33.0,0.0,90.0,5.9,1,90.0,1,0,0.0,0.0,0.0,0.0,4.0,-4.0,-4.0,-1.02,2.0,1,0.0,0.0,2.0,1.0,33.3,0.0,0,2.0,1.0,0,0,0,2,1,0,0.0,0,2.0,0.0,0.0,0.0
Leah Galton,ENG,Manchester United,FW,DF,Women's Super League - ENG,1994,13,1035,11.5,5,1,6,5,1.3,0.43,0.09,0.52,0.43,0.32,0.11,0.43,0.32,16,8,50.0,0.7,0.31,11.0,0.0,0,0,3.7,3.7,0.23,1.3,1.3,30.0,2.61,3.0,0.26,271.0,384.0,70.6,3945.0,1130.0,149.0,188.0,79.3,96.0,124.0,77.4,12.0,42.0,28.6,1.5,-0.3,15.0,15.0,8.0,3.0,22.0,1.0,1.0,1.0,29,3.0,0.0,12.0,498.0,9.0,91.0,184.0,229.0,39.0,44.4,255.0,1222.0,560.0,20.0,5.0,12.0,333.0,82.0,80.0,67.6,12,84.0,8,1,30.0,0.0,2.54,28.0,6.0,22.0,1.91,1.17,14.0,11,5.0,4.0,5.0,5.0,45.5,15.0,5,19.0,18.0,0,0,0,5,8,5,0.0,0,38.0,19.0,8.0,70.4
Mille Gejl,DEN,Crystal Palace,MF,FW,Women's Super League - ENG,1999,13,1025,11.4,2,1,3,2,0.9,0.18,0.09,0.26,0.18,0.11,0.07,0.18,0.11,13,6,46.2,0.53,0.15,14.9,0.0,0,0,1.2,1.2,0.1,0.8,0.8,27.0,2.37,4.0,0.35,223.0,320.0,69.7,3876.0,1256.0,101.0,129.0,78.3,90.0,109.0,82.6,22.0,57.0,38.6,1.0,0.1,9.0,23.0,14.0,0.0,34.0,16.0,1.0,3.0,27,16.0,4.0,11.0,464.0,13.0,88.0,232.0,154.0,24.0,33.3,217.0,1132.0,426.0,12.0,7.0,4.0,241.0,56.0,79.0,67.0,13,79.0,5,0,0.0,0.0,0.46,10.0,27.0,-17.0,-1.49,0.01,32.0,13,13.0,14.0,5.0,13.0,34.2,22.0,17,49.0,13.0,2,0,0,8,8,1,0.0,0,45.0,11.0,15.0,42.3
Gabrielle George,ENG,Manchester United,DF,None,Women's Super League - ENG,1997,16,1134,12.6,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.05,0.07,0.13,0.05,6,1,16.7,0.08,0.0,16.6,2.0,0,0,0.7,0.7,0.11,-0.7,-0.7,18.0,1.43,1.0,0.08,442.0,627.0,70.5,6753.0,3203.0,237.0,284.0,83.5,164.0,220.0,74.5,28.0,81.0,34.6,1.1,-0.9,11.0,33.0,11.0,3.0,57.0,14.0,0.0,0.0,54,27.0,0.0,19.0,798.0,40.0,234.0,330.0,239.0,9.0,50.0,272.0,1224.0,528.0,13.0,13.0,2.0,336.0,38.0,71.0,74.1,15,75.0,6,1,8.0,1.0,2.25,25.0,8.0,17.0,1.35,0.08,32.0,20,15.0,14.0,3.0,12.0,70.6,20.0,18,50.0,48.0,5,0,0,16,4,6,0.0,0,43.0,20.0,17.0,54.1
Geyse,BRA,Manchester United,FW,MF,Women's Super League - ENG,1998,9,472,5.2,1,2,3,1,1.1,0.19,0.38,0.57,0.19,0.25,0.2,0.45,0.25,10,3,30.0,0.57,0.1,14.4,0.0,0,0,1.3,1.3,0.13,-0.3,-0.3,17.0,3.24,2.0,0.38,67.0,112.0,59.8,949.0,304.0,37.0,49.0,75.5,22.0,38.0,57.9,3.0,13.0,23.1,0.9,0.9,8.0,4.0,6.0,4.0,8.0,0.0,0.0,1.0,24,0.0,0.0,8.0,249.0,2.0,21.0,102.0,130.0,29.0,47.7,149.0,1093.0,416.0,18.0,14.0,4.0,142.0,45.0,52.0,30.8,6,72.0,1,3,14.0,2.0,2.22,11.0,1.0,10.0,1.91,0.2,26.0,19,6.0,14.0,6.0,10.0,55.6,12.0,9,35.0,3.0,2,0,0,16,10,4,0.0,0,34.0,4.0,11.0,26.7
Felicity Gibbons,ENG,Crystal Palace,DF,None,Women's Super League - ENG,1994,7,384,4.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,1,0,0.0,0.0,0.0,20.7,0.0,0,0,0.0,0.0,0.04,0.0,0.0,3.0,0.7,0.0,0.0,111.0,163.0,68.1,2181.0,948.0,41.0,52.0,78.8,51.0,71.0,71.8,16.0,32.0,50.0,0.1,0.0,2.0,8.0,2.0,0.0,9.0,11.0,0.0,0.0,9,5.0,1.0,4.0,200.0,20.0,99.0,78.0,25.0,1.0,50.0,105.0,398.0,173.0,1.0,1.0,0.0,114.0,3.0,55.0,25.1,4,87.0,2,3,12.0,8.0,0.14,0.0,16.0,-16.0,-3.75,-1.55,7.0,5,7.0,0.0,0.0,4.0,50.0,2.0,3,10.0,20.0,1,0,0,3,5,0,0.0,0,15.0,1.0,1.0,50.0
Naomi Girma,USA,Chelsea,DF,None,Women's Super League - ENG,2000,1,58,0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,33.0,87.9,489.0,152.0,11.0,13.0,84.6,18.0,20.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0,0.0,0.0,0.0,39.0,4.0,18.0,21.0,0.0,0.0,0.0,21.0,68.0,26.0,0.0,0.0,0.0,23.0,0.0,58.0,3.8,1,58.0,0,0,0.0,0.0,1.0,1.0,2.0,-1.0,-1.55,-2.98,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,3.0,0,0,0,1,1,0,0.0,0,5.0,1.0,1.0,50.0
Missy Goodwin,ENG,Leicester City,FW,None,Women's Super League - ENG,2003,15,975,10.8,2,0,2,2,0.9,0.18,0.0,0.18,0.18,0.16,0.08,0.24,0.16,12,4,33.3,0.37,0.17,16.5,0.0,0,0,1.7,1.7,0.14,0.3,0.3,25.0,2.31,2.0,0.18,161.0,251.0,64.1,2591.0,671.0,84.0,116.0,72.4,61.0,83.0,73.5,12.0,24.0,50.0,1.4,-0.9,9.0,9.0,6.0,1.0,19.0,1.0,0.0,3.0,11,1.0,4.0,15.0,442.0,17.0,96.0,191.0,169.0,38.0,54.4,222.0,1756.0,815.0,30.0,12.0,13.0,241.0,57.0,65.0,63.7,12,71.0,0,3,40.0,0.0,0.6,9.0,20.0,-11.0,-1.02,0.37,32.0,22,11.0,14.0,7.0,12.0,46.2,25.0,4,36.0,12.0,1,0,0,8,15,4,0.0,0,67.0,8.0,7.0,53.3
Katrina Gorry,AUS,West Ham United,MF,None,Women's Super League - ENG,1992,17,1430,15.9,3,2,5,3,1.5,0.19,0.13,0.31,0.19,0.1,0.09,0.2,0.1,24,8,33.3,0.5,0.13,24.2,0.0,0,0,1.6,1.6,0.07,1.4,1.4,39.0,2.45,4.0,0.25,449.0,640.0,70.2,8219.0,3208.0,184.0,235.0,78.3,203.0,261.0,77.8,50.0,104.0,48.1,2.1,0.5,16.0,54.0,16.0,3.0,61.0,9.0,1.0,3.0,11,1.0,4.0,21.0,907.0,53.0,357.0,413.0,157.0,20.0,51.2,398.0,2102.0,774.0,15.0,13.0,5.0,492.0,24.0,84.0,93.5,16,88.0,13,1,27.0,0.0,1.06,19.0,25.0,-6.0,-0.38,2.02,65.0,50,34.0,26.0,5.0,26.0,54.2,23.0,24,89.0,38.0,3,0,0,21,25,0,0.0,0,131.0,4.0,12.0,25.0
Lucy Graham,SCO,Everton,DF,MF,Women's Super League - ENG,1996,14,977,10.9,1,0,1,1,0.6,0.09,0.0,0.09,0.09,0.07,0.05,0.13,0.07,10,2,20.0,0.18,0.1,14.3,1.0,0,0,0.8,0.8,0.08,0.2,0.2,15.0,1.38,0.0,0.0,381.0,542.0,70.3,6501.0,2590.0,169.0,203.0,83.3,182.0,229.0,79.5,27.0,90.0,30.0,1.0,-0.6,5.0,30.0,8.0,1.0,31.0,10.0,0.0,0.0,23,6.0,3.0,11.0,652.0,59.0,262.0,249.0,146.0,15.0,42.9,306.0,1544.0,827.0,12.0,12.0,2.0,391.0,31.0,70.0,63.9,11,84.0,8,3,19.0,2.0,1.07,10.0,17.0,-7.0,-0.64,0.42,15.0,8,9.0,3.0,3.0,11.0,55.0,13.0,11,26.0,41.0,0,0,0,4,8,1,0.0,0,55.0,5.0,7.0,41.7
Charlotte Grant,AUS,Tottenham Hotspur,FW,DF,Women's Super League - ENG,2001,7,285,3.2,0,0,0,0,0.3,0.0,0.0,0.0,0.0,0.01,0.08,0.1,0.01,2,1,50.0,0.32,0.0,20.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0,6.0,1.89,0.0,0.0,74.0,105.0,70.5,991.0,399.0,52.0,62.0,83.9,20.0,31.0,64.5,2.0,7.0,28.6,0.5,-0.3,4.0,1.0,5.0,0.0,9.0,2.0,0.0,0.0,2,0.0,0.0,1.0,146.0,5.0,42.0,48.0,58.0,8.0,0.0,65.0,231.0,52.0,1.0,1.0,1.0,86.0,20.0,41.0,18.6,3,79.0,1,4,12.0,9.0,0.86,2.0,7.0,-5.0,-1.58,0.13,5.0,5,3.0,2.0,0.0,4.0,50.0,6.0,4,9.0,5.0,0,0,0,0,0,2,0.0,0,16.0,3.0,5.0,37.5
Chasity Grant,NED,Aston Villa,FW,DF,Women's Super League - ENG,2001,16,1020,11.3,1,0,1,1,1.5,0.09,0.0,0.09,0.09,0.11,0.13,0.24,0.11,9,1,11.1,0.09,0.11,13.6,0.0,0,0,1.2,1.2,0.14,-0.2,-0.2,33.0,2.91,0.0,0.0,280.0,377.0,74.3,3731.0,872.0,169.0,203.0,83.3,88.0,109.0,80.7,5.0,10.0,50.0,1.4,-1.5,15.0,16.0,10.0,3.0,26.0,0.0,1.0,0.0,25,1.0,1.0,19.0,520.0,9.0,67.0,191.0,268.0,53.0,35.1,291.0,1800.0,835.0,35.0,16.0,20.0,364.0,117.0,64.0,66.7,12,79.0,3,4,19.0,1.0,0.44,8.0,25.0,-17.0,-1.5,-0.24,21.0,12,3.0,11.0,7.0,7.0,41.2,8.0,9,30.0,9.0,0,0,0,10,15,4,0.0,0,37.0,11.0,12.0,47.8
Josephine Green,WAL,Crystal Palace,DF,None,Women's Super League - ENG,1993,14,1144,12.7,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,2,0,0.0,0.0,0.0,15.4,0.0,0,0,0.2,0.2,0.1,-0.2,-0.2,11.0,0.87,0.0,0.0,350.0,497.0,70.4,6535.0,2110.0,125.0,162.0,77.2,189.0,237.0,79.7,29.0,75.0,38.7,0.7,-0.2,4.0,15.0,3.0,1.0,18.0,21.0,0.0,1.0,7,0.0,4.0,11.0,629.0,49.0,291.0,252.0,91.0,12.0,14.3,294.0,1588.0,675.0,12.0,7.0,2.0,297.0,16.0,82.0,74.8,14,82.0,9,0,0.0,0.0,0.43,9.0,30.0,-21.0,-1.65,0.6,33.0,23,22.0,11.0,0.0,16.0,61.5,11.0,16,49.0,43.0,2,0,0,12,20,0,0.0,0,49.0,9.0,5.0,64.3
Alex Greenwood,ENG,Manchester City,DF,None,Women's Super League - ENG,1993,9,778,8.6,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,4,1,25.0,0.12,0.0,21.3,2.0,0,0,0.4,0.4,0.1,-0.4,-0.4,14.0,1.62,1.0,0.12,910.0,1002.0,90.8,15679.0,5811.0,394.0,412.0,95.6,443.0,478.0,92.7,54.0,87.0,62.1,0.7,-0.2,3.0,89.0,6.0,1.0,70.0,36.0,0.0,5.0,10,1.0,1.0,4.0,1074.0,65.0,394.0,618.0,66.0,4.0,80.0,731.0,4138.0,2695.0,9.0,12.0,0.0,827.0,0.0,86.0,50.8,9,86.0,8,0,0.0,0.0,2.44,19.0,6.0,13.0,1.5,0.78,16.0,9,8.0,8.0,0.0,5.0,55.6,8.0,10,26.0,18.0,2,0,0,7,4,0,0.0,0,65.0,9.0,13.0,40.9
Lenna Gunning-Williams,ENG,Tottenham Hotspur,MF,FW,Women's Super League - ENG,2005,9,128,1.4,0,0,0,0,0.4,0.0,0.0,0.0,0.0,0.21,0.28,0.5,0.21,3,2,66.7,1.41,0.0,15.0,0.0,0,0,0.3,0.3,0.1,-0.3,-0.3,1.0,0.7,0.0,0.0,21.0,28.0,75.0,284.0,92.0,10.0,11.0,90.9,9.0,13.0,69.2,0.0,2.0,0.0,0.3,-0.4,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,58.0,1.0,13.0,22.0,24.0,6.0,100.0,25.0,77.0,12.0,0.0,0.0,0.0,35.0,10.0,14.0,8.4,0,0.0,0,9,14.0,7.0,1.67,4.0,1.0,3.0,2.11,0.26,8.0,5,4.0,2.0,2.0,2.0,33.3,5.0,1,9.0,1.0,1,0,0,5,0,0,0.0,0,10.0,2.0,1.0,66.7
Madison Haley,USA,Brighton & Hove Albion,MF,FW,Women's Super League - ENG,1998,14,890,9.9,1,0,1,1,1.3,0.1,0.0,0.1,0.1,0.14,0.13,0.27,0.14,12,4,33.3,0.4,0.08,10.4,0.0,0,0,1.4,1.4,0.12,-0.4,-0.4,23.0,2.33,3.0,0.3,218.0,271.0,80.4,3298.0,575.0,121.0,136.0,89.0,75.0,98.0,76.5,14.0,18.0,77.8,1.7,-1.3,8.0,9.0,12.0,4.0,24.0,0.0,3.0,0.0,9,0.0,1.0,3.0,408.0,14.0,51.0,182.0,179.0,44.0,42.9,238.0,1163.0,337.0,9.0,6.0,3.0,282.0,55.0,64.0,58.2,9,84.0,4,5,27.0,1.0,1.29,14.0,19.0,-5.0,-0.51,0.15,16.0,11,3.0,6.0,7.0,4.0,50.0,9.0,8,24.0,12.0,3,0,0,21,18,1,0.0,0,42.0,22.0,13.0,62.9
Maika Hamano,JPN,Chelsea,MF,None,Women's Super League - ENG,2004,13,710,7.9,1,1,2,1,1.1,0.13,0.13,0.25,0.13,0.2,0.14,0.34,0.2,14,5,35.7,0.63,0.07,15.4,0.0,0,0,1.6,1.6,0.11,-0.6,-0.6,32.0,4.06,3.0,0.38,280.0,361.0,77.6,4188.0,1342.0,168.0,193.0,87.0,82.0,109.0,75.2,18.0,34.0,52.9,1.8,-0.1,15.0,29.0,11.0,2.0,51.0,1.0,3.0,0.0,28,25.0,1.0,9.0,465.0,4.0,55.0,197.0,218.0,28.0,65.0,238.0,943.0,323.0,6.0,9.0,4.0,300.0,46.0,55.0,46.4,8,68.0,2,5,34.0,3.0,2.85,21.0,5.0,16.0,2.03,0.07,22.0,14,6.0,9.0,7.0,9.0,56.3,14.0,5,27.0,4.0,1,0,0,8,3,1,0.0,0,41.0,4.0,9.0,30.8
Hannah Hampton,ENG,Chelsea,GK,None,Women's Super League - ENG,2000,17,1530,17.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.18,0.0,0.0,650.0,753.0,86.3,14242.0,7973.0,149.0,153.0,97.4,401.0,403.0,99.5,100.0,193.0,51.8,0.2,0.0,0.0,5.0,0.0,0.0,1.0,17.0,1.0,1.0,0,0.0,3.0,0.0,784.0,489.0,774.0,10.0,0.0,0.0,0.0,528.0,2136.0,1132.0,0.0,0.0,0.0,568.0,0.0,90.0,100.0,17,90.0,17,0,0.0,0.0,2.76,47.0,11.0,36.0,2.12,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.0,1,0,0,0,3,0,0.0,0,27.0,3.0,0.0,100.0
Kirsty Hanson,SCO,Aston Villa,FW,MF,Women's Super League - ENG,1998,16,1015,11.3,0,3,3,0,2.6,0.0,0.27,0.27,0.0,0.1,0.23,0.33,0.1,21,8,38.1,0.71,0.0,20.1,0.0,0,0,1.1,1.1,0.05,-1.1,-1.1,32.0,2.84,2.0,0.18,200.0,345.0,58.0,2956.0,898.0,113.0,160.0,70.6,55.0,92.0,59.8,18.0,43.0,41.9,2.3,0.4,19.0,17.0,13.0,7.0,25.0,1.0,2.0,0.0,61,19.0,3.0,23.0,541.0,8.0,72.0,212.0,270.0,58.0,54.7,294.0,2554.0,1331.0,55.0,25.0,23.0,329.0,78.0,63.0,66.3,12,75.0,2,4,28.0,1.0,0.63,9.0,21.0,-12.0,-1.06,0.13,34.0,20,9.0,15.0,10.0,11.0,44.0,18.0,16,50.0,7.0,0,0,0,9,11,0,0.0,0,45.0,2.0,6.0,25.0
Emma Harries,ENG,West Ham United,FW,MF,Women's Super League - ENG,2002,10,303,3.4,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,3,2,66.7,0.59,0.0,17.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,5.0,1.49,0.0,0.0,44.0,64.0,68.8,653.0,141.0,24.0,35.0,68.6,14.0,16.0,87.5,3.0,6.0,50.0,0.1,-0.1,3.0,2.0,3.0,1.0,5.0,1.0,0.0,0.0,4,0.0,0.0,3.0,90.0,3.0,17.0,48.0,28.0,6.0,66.7,44.0,216.0,116.0,5.0,2.0,2.0,53.0,12.0,30.0,19.8,4,57.0,0,6,13.0,7.0,1.1,3.0,7.0,-4.0,-1.19,-0.06,3.0,2,1.0,2.0,0.0,2.0,40.0,3.0,2,5.0,3.0,1,0,0,8,2,0,0.0,0,12.0,2.0,5.0,28.6
Yui Hasegawa,JPN,Manchester City,MF,None,Women's Super League - ENG,1997,17,1485,16.5,0,2,2,0,1.4,0.0,0.12,0.12,0.0,0.03,0.08,0.11,0.03,10,5,50.0,0.3,0.0,24.8,1.0,0,0,0.5,0.5,0.05,-0.5,-0.5,44.0,2.67,8.0,0.48,930.0,1042.0,89.3,14252.0,4252.0,486.0,532.0,91.4,364.0,387.0,94.1,45.0,70.0,64.3,1.4,0.6,18.0,96.0,14.0,4.0,101.0,11.0,0.0,2.0,14,3.0,3.0,11.0,1189.0,26.0,231.0,699.0,273.0,6.0,67.6,696.0,2948.0,1407.0,9.0,27.0,2.0,851.0,14.0,87.0,97.1,17,87.0,13,0,0.0,0.0,1.88,38.0,21.0,17.0,1.03,3.72,33.0,16,10.0,15.0,8.0,11.0,40.7,22.0,27,60.0,9.0,0,0,0,0,13,0,1.0,0,126.0,1.0,6.0,14.3
Honoka Hayashi,JPN,Everton,MF,None,Women's Super League - ENG,1998,17,1426,15.8,4,0,4,4,1.0,0.25,0.0,0.25,0.25,0.06,0.06,0.12,0.06,15,7,46.7,0.44,0.27,18.1,0.0,0,0,0.9,0.9,0.06,3.1,3.1,18.0,1.14,2.0,0.13,447.0,548.0,81.6,7252.0,2124.0,219.0,238.0,92.0,191.0,222.0,86.0,25.0,53.0,47.2,0.5,-1.0,10.0,37.0,7.0,1.0,58.0,5.0,0.0,0.0,18,8.0,0.0,21.0,704.0,60.0,232.0,340.0,138.0,15.0,54.5,318.0,1435.0,548.0,12.0,7.0,3.0,403.0,21.0,84.0,93.2,16,87.0,12,1,34.0,0.0,1.12,17.0,22.0,-5.0,-0.32,0.7,32.0,15,15.0,13.0,4.0,18.0,75.0,17.0,17,49.0,35.0,0,0,0,2,13,0,1.0,0,78.0,4.0,5.0,44.4
Caitlin Hayes,IRL,Brighton & Hove Albion,DF,None,Women's Super League - ENG,1995,2,91,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,73.0,89.0,82.0,1438.0,493.0,27.0,32.0,84.4,39.0,42.0,92.9,7.0,15.0,46.7,0.0,0.0,0.0,7.0,0.0,0.0,6.0,1.0,0.0,1.0,0,0.0,0.0,0.0,106.0,17.0,66.0,38.0,2.0,0.0,0.0,44.0,233.0,147.0,0.0,0.0,0.0,66.0,0.0,46.0,5.9,1,90.0,1,1,1.0,4.0,0.5,1.0,3.0,-2.0,-1.98,-0.67,2.0,2,1.0,1.0,0.0,0.0,0.0,2.0,4,6.0,8.0,0,0,0,1,0,0,0.0,0,4.0,3.0,0.0,100.0
